"Category"	"p"	"Correlation"	"DB"	"Cat"	"Journals"	"Docs"	"Indicator"
"PLANT SCIENCES - SCIE"	1.29230630000655e-68	0.855728152090046	"SCIE"	"PLANT SCIENCES"	235	30607	"2020 JIF"
"POLITICAL SCIENCE - SSCI"	2.01109691888696e-74	0.917571510417357	"SSCI"	"POLITICAL SCIENCE"	183	10478	"2020 JIF"
"POLYMER SCIENCE - SCIE"	4.19315331021113e-21	0.798560287259378	"SCIE"	"POLYMER SCIENCE"	90	27673	"2020 JIF"
"PSYCHIATRY - SCIE"	7.14426015825703e-100	0.972922182920208	"SCIE"	"PSYCHIATRY"	156	20459	"2020 JIF"
"PSYCHIATRY - SSCI"	2.6996036256762e-87	0.968156808957135	"SSCI"	"PSYCHIATRY"	144	16583	"2020 JIF"
"PRIMARY HEALTH CARE - SCIE"	2.36271115240071e-06	0.872309472005249	"SCIE"	"PRIMARY HEALTH CARE"	18	1407	"2020 JIF"
"PSYCHOLOGY - SCIE"	1.02801413715465e-28	0.899667715629245	"SCIE"	"PSYCHOLOGY"	77	7959	"2020 JIF"
"PSYCHOLOGY, APPLIED - SSCI"	5.96251564608991e-30	0.89385389997052	"SSCI"	"PSYCHOLOGY, APPLIED"	83	5902	"2020 JIF"
"PSYCHOLOGY, DEVELOPMENTAL - SSCI"	1.73913256373239e-25	0.876226969180375	"SSCI"	"PSYCHOLOGY, DEVELOPMENTAL"	77	7913	"2020 JIF"
"PSYCHOLOGY, EDUCATIONAL - SSCI"	2.25527638618134e-21	0.886181666852957	"SSCI"	"PSYCHOLOGY, EDUCATIONAL"	61	3690	"2020 JIF"
"PSYCHOLOGY, CLINICAL - SSCI"	7.58549587837123e-47	0.895549159325497	"SSCI"	"PSYCHOLOGY, CLINICAL"	130	10779	"2020 JIF"
"PSYCHOLOGY, BIOLOGICAL - SSCI"	1.58524615190679e-10	0.985011236009632	"SSCI"	"PSYCHOLOGY, BIOLOGICAL"	14	1483	"2020 JIF"
"PSYCHOLOGY, SOCIAL - SSCI"	2.09236868580573e-23	0.89203091538014	"SSCI"	"PSYCHOLOGY, SOCIAL"	65	5106	"2020 JIF"
"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI"	2.17091256615415e-47	0.883898840563001	"SSCI"	"PSYCHOLOGY, MULTIDISCIPLINARY"	140	13282	"2020 JIF"
"PSYCHOLOGY, EXPERIMENTAL - SSCI"	3.42793989294616e-05	0.419860104026351	"SSCI"	"PSYCHOLOGY, EXPERIMENTAL"	91	8763	"2020 JIF"
"PSYCHOLOGY, MATHEMATICAL - SSCI"	1.35284044288807e-05	0.912622896002664	"SSCI"	"PSYCHOLOGY, MATHEMATICAL"	13	888	"2020 JIF"
"PUBLIC ADMINISTRATION - SSCI"	1.60062294673758e-22	0.936213219350552	"SSCI"	"PUBLIC ADMINISTRATION"	48	3199	"2020 JIF"
"PSYCHOLOGY, PSYCHOANALYSIS - SSCI"	0.000662523339689319	0.816376893347746	"SSCI"	"PSYCHOLOGY, PSYCHOANALYSIS"	13	412	"2020 JIF"
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"	1.29400063622462e-66	0.947281216527198	"SCIE"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	133	22684	"2020 JIF"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI"	5.79980195515505e-79	0.932665206703962	"SSCI"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	176	29707	"2020 JIF"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE"	1.6881062157322e-112	0.959452619311873	"SCIE"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	203	35136	"2020 JIF"
"QUANTUM SCIENCE & TECHNOLOGY - SCIE"	0.0176652723029469	0.566818029475448	"SCIE"	"QUANTUM SCIENCE & TECHNOLOGY"	17	2822	"2020 JIF"
"REHABILITATION - SCIE"	6.60222513404921e-22	0.869613091835578	"SCIE"	"REHABILITATION"	68	7562	"2020 JIF"
"REGIONAL & URBAN PLANNING - SSCI"	4.09000160393272e-07	0.703656824225467	"SSCI"	"REGIONAL & URBAN PLANNING"	40	4020	"2020 JIF"
"REHABILITATION - SSCI"	9.37097579242058e-13	0.713877985374419	"SSCI"	"REHABILITATION"	74	5776	"2020 JIF"
"RESPIRATORY SYSTEM - SCIE"	1.17174381196499e-46	0.982089392726352	"SCIE"	"RESPIRATORY SYSTEM"	64	9472	"2020 JIF"
"REMOTE SENSING - SCIE"	1.62775888152009e-18	0.962302258525274	"SCIE"	"REMOTE SENSING"	32	9709	"2020 JIF"
"RHEUMATOLOGY - SCIE"	1.14982327932188e-17	0.949484349705738	"SCIE"	"RHEUMATOLOGY"	34	5129	"2020 JIF"
"SOCIAL SCIENCES, BIOMEDICAL - SSCI"	6.64671979296898e-25	0.960278979459845	"SSCI"	"SOCIAL SCIENCES, BIOMEDICAL"	44	4574	"2020 JIF"
"REPRODUCTIVE BIOLOGY - SCIE"	1.61882042720852e-15	0.948567169128151	"SCIE"	"REPRODUCTIVE BIOLOGY"	30	4479	"2020 JIF"
"ROBOTICS - SCIE"	4.86705157815763e-21	0.984088534738014	"SCIE"	"ROBOTICS"	28	3617	"2020 JIF"
"SOCIAL ISSUES - SSCI"	4.25267478994722e-18	0.914406389032053	"SSCI"	"SOCIAL ISSUES"	44	2852	"2020 JIF"
"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI"	3.10391261179076e-25	0.94131027218147	"SSCI"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"	52	3375	"2020 JIF"
"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI"	2.72701283694318e-16	0.683230352522894	"SSCI"	"SOCIAL SCIENCES, INTERDISCIPLINARY"	109	8693	"2020 JIF"
"SOCIAL WORK - SSCI"	8.81651607580741e-14	0.858891534395856	"SSCI"	"SOCIAL WORK"	44	4478	"2020 JIF"
"SOIL SCIENCE - SCIE"	1.48896614469725e-22	0.967797797484876	"SCIE"	"SOIL SCIENCE"	37	6043	"2020 JIF"
"SPORT SCIENCES - SCIE"	3.57690697556831e-27	0.862528780013352	"SCIE"	"SPORT SCIENCES"	88	10893	"2020 JIF"
"STATISTICS & PROBABILITY - SCIE"	4.11620264693932e-41	0.877709630844589	"SCIE"	"STATISTICS & PROBABILITY"	125	12201	"2020 JIF"
"SPECTROSCOPY - SCIE"	1.46835680260577e-05	0.608983918492033	"SCIE"	"SPECTROSCOPY"	43	7226	"2020 JIF"
"SOCIOLOGY - SSCI"	4.90428833983356e-30	0.766268051227025	"SSCI"	"SOCIOLOGY"	149	8543	"2020 JIF"
"TELECOMMUNICATIONS - SCIE"	1.08606483710077e-65	0.981503357068755	"SCIE"	"TELECOMMUNICATIONS"	91	39397	"2020 JIF"
"SURGERY - SCIE"	4.41061674368874e-104	0.94584233413315	"SCIE"	"SURGERY"	211	41598	"2020 JIF"
"SUBSTANCE ABUSE - SSCI"	1.33655049902093e-20	0.958179842822357	"SSCI"	"SUBSTANCE ABUSE"	37	4521	"2020 JIF"
"SUBSTANCE ABUSE - SCIE"	3.18617011746616e-11	0.952049595916644	"SCIE"	"SUBSTANCE ABUSE"	21	3507	"2020 JIF"
"CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE"	3.75582432193405e-96	0.977232022306518	"SCIE"	"CARDIAC & CARDIOVASCULAR SYSTEMS"	142	22236	"2020 JIF"
"BUSINESS, FINANCE - SSCI"	1.45061815255102e-13	0.631176504382078	"SSCI"	"BUSINESS, FINANCE"	110	7359	"2020 JIF"
"CELL & TISSUE ENGINEERING - SCIE"	4.30072007118708e-18	0.969882695148498	"SCIE"	"CELL & TISSUE ENGINEERING"	29	3378	"2020 JIF"
"THERMODYNAMICS - SCIE"	9.92166717517019e-15	0.80432713942544	"SCIE"	"THERMODYNAMICS"	60	16935	"2020 JIF"
"TOXICOLOGY - SCIE"	3.72882404716951e-27	0.850713282814206	"SCIE"	"TOXICOLOGY"	93	12063	"2020 JIF"
"TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE"	1.28671098647902e-25	0.978584945198161	"SCIE"	"TRANSPORTATION SCIENCE & TECHNOLOGY"	37	6860	"2020 JIF"
"TROPICAL MEDICINE - SCIE"	2.71540072153853e-11	0.940252605646334	"SCIE"	"TROPICAL MEDICINE"	23	4368	"2020 JIF"
"TRANSPLANTATION - SCIE"	9.42224980481932e-15	0.964185589452079	"SCIE"	"TRANSPLANTATION"	25	4709	"2020 JIF"
"TRANSPORTATION - SSCI"	9.14514968974507e-18	0.938729130101289	"SSCI"	"TRANSPORTATION"	37	4252	"2020 JIF"
"URBAN STUDIES - SSCI"	1.92091077873367e-07	0.698375807072306	"SSCI"	"URBAN STUDIES"	43	4090	"2020 JIF"
"VIROLOGY - SCIE"	2.15807774467382e-17	0.935554284036991	"SCIE"	"VIROLOGY"	37	6550	"2020 JIF"
"UROLOGY & NEPHROLOGY - SCIE"	2.0983080586529e-40	0.933087226356053	"SCIE"	"UROLOGY & NEPHROLOGY"	89	10393	"2020 JIF"
"VETERINARY SCIENCES - SCIE"	2.42863387308994e-62	0.924883798475708	"SCIE"	"VETERINARY SCIENCES"	146	19237	"2020 JIF"
"WATER RESOURCES - SCIE"	7.26686932465671e-43	0.927702646029375	"SCIE"	"WATER RESOURCES"	98	21668	"2020 JIF"
"ZOOLOGY - SCIE"	2.37714845769817e-53	0.864831567807455	"SCIE"	"ZOOLOGY"	174	13712	"2020 JIF"
"WOMENS STUDIES - SSCI"	1.94169534222023e-12	0.834550298869714	"SSCI"	"WOMENS STUDIES"	44	2755	"2020 JIF"
"CELL BIOLOGY - SCIE"	2.64353330456352e-70	0.896884096403677	"SCIE"	"CELL BIOLOGY"	195	32514	"2020 JIF"
"CHEMISTRY, APPLIED - SCIE"	1.45428431499396e-23	0.867809227944693	"SCIE"	"CHEMISTRY, APPLIED"	74	21833	"2020 JIF"
"CHEMISTRY, ANALYTICAL - SCIE"	4.70317203460526e-13	0.679363842902893	"SCIE"	"CHEMISTRY, ANALYTICAL"	87	33234	"2020 JIF"
"CHEMISTRY, INORGANIC & NUCLEAR - SCIE"	5.43452887395489e-07	0.667703536513098	"SCIE"	"CHEMISTRY, INORGANIC & NUCLEAR"	45	13272	"2020 JIF"
"CHEMISTRY, MEDICINAL - SCIE"	1.87315139683841e-19	0.86309145163018	"SCIE"	"CHEMISTRY, MEDICINAL"	62	15400	"2020 JIF"
"CHEMISTRY, MULTIDISCIPLINARY - SCIE"	1.02349793428356e-48	0.840501034172961	"SCIE"	"CHEMISTRY, MULTIDISCIPLINARY"	178	89221	"2020 JIF"
"CHEMISTRY, PHYSICAL - SCIE"	3.48257011826682e-81	0.947579639392132	"SCIE"	"CHEMISTRY, PHYSICAL"	162	83970	"2020 JIF"
"CHEMISTRY, ORGANIC - SCIE"	2.00513294823516e-14	0.811178457493889	"SCIE"	"CHEMISTRY, ORGANIC"	57	17726	"2020 JIF"
"CLINICAL NEUROLOGY - SCIE"	3.72964404299442e-106	0.950071423689564	"SCIE"	"CLINICAL NEUROLOGY"	208	33106	"2020 JIF"
"COMMUNICATION - SSCI"	9.79256533480005e-18	0.740517223110693	"SSCI"	"COMMUNICATION"	95	6448	"2020 JIF"
"AGRICULTURAL ENGINEERING - SCIE"	2.02410717109863e-07	0.950001656094858	"SCIE"	"AGRICULTURAL ENGINEERING"	14	3909	"5 Year JIF"
"AGRICULTURE, MULTIDISCIPLINARY - SCIE"	2.61348577556159e-25	0.928379172586762	"SCIE"	"AGRICULTURE, MULTIDISCIPLINARY"	57	7679	"5 Year JIF"
"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE"	1.09295262432419e-36	0.966878205895583	"SCIE"	"AGRICULTURE, DAIRY & ANIMAL SCIENCE"	61	10546	"5 Year JIF"
"ALLERGY - SCIE"	1.34622384936757e-14	0.949443049161538	"SCIE"	"ALLERGY"	28	2672	"5 Year JIF"
"ACOUSTICS - SCIE"	2.31275640626238e-15	0.942717563067633	"SCIE"	"ACOUSTICS"	31	5788	"5 Year JIF"
"ANESTHESIOLOGY - SCIE"	4.26566696001359e-19	0.962354470437617	"SCIE"	"ANESTHESIOLOGY"	33	4227	"5 Year JIF"
"AGRONOMY - SCIE"	1.16987965246624e-26	0.853631495312153	"SCIE"	"AGRONOMY"	90	13350	"5 Year JIF"
"ANATOMY & MORPHOLOGY - SCIE"	0.000572392929493841	0.687587118718835	"SCIE"	"ANATOMY & MORPHOLOGY"	21	2909	"5 Year JIF"
"AGRICULTURAL ECONOMICS & POLICY - SCIE"	5.04993094793168e-09	0.917073160329014	"SCIE"	"AGRICULTURAL ECONOMICS & POLICY"	21	1420	"5 Year JIF"
"ANDROLOGY - SCIE"	0.0130195509231145	0.818339162047322	"SCIE"	"ANDROLOGY"	8	991	"5 Year JIF"
"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"	6.404180792042e-62	0.908956226477113	"SCIE"	"COMPUTER SCIENCE, INFORMATION SYSTEMS"	160	43275	"5 Year JIF"
"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"	8.30336011346586e-24	0.778712598869203	"SCIE"	"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"	111	20071	"5 Year JIF"
"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"	2.00427200462625e-53	0.907385229437218	"SCIE"	"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"	139	22943	"5 Year JIF"
"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"	1.41499634032043e-23	0.928393580874989	"SCIE"	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE"	53	6799	"5 Year JIF"
"COMPUTER SCIENCE, CYBERNETICS - SCIE"	7.86154766787943e-14	0.970543076971066	"SCIE"	"COMPUTER SCIENCE, CYBERNETICS"	22	2443	"5 Year JIF"
"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE"	2.38685203269303e-15	0.792027142414845	"SCIE"	"CONSTRUCTION & BUILDING TECHNOLOGY"	66	16049	"5 Year JIF"
"CRITICAL CARE MEDICINE - SCIE"	1.65815477533286e-24	0.977326272408948	"SCIE"	"CRITICAL CARE MEDICINE"	36	5027	"5 Year JIF"
"COMPUTER SCIENCE, THEORY & METHODS - SCIE"	3.99754949307494e-38	0.890918798437163	"SCIE"	"COMPUTER SCIENCE, THEORY & METHODS"	108	13785	"5 Year JIF"
"CRYSTALLOGRAPHY - SCIE"	0.000738212873575049	0.629988181656784	"SCIE"	"CRYSTALLOGRAPHY"	25	6331	"5 Year JIF"
"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"	1.78139665561817e-33	0.868520634872251	"SCIE"	"COMPUTER SCIENCE, SOFTWARE ENGINEERING"	106	11557	"5 Year JIF"
"CRIMINOLOGY & PENOLOGY - SSCI"	5.17901330436021e-25	0.893692747420937	"SSCI"	"CRIMINOLOGY & PENOLOGY"	69	4478	"5 Year JIF"
"DEVELOPMENTAL BIOLOGY - SCIE"	1.55613895234865e-11	0.83216060222747	"SCIE"	"DEVELOPMENTAL BIOLOGY"	41	3736	"5 Year JIF"
"DERMATOLOGY - SCIE"	4.08230412667505e-29	0.923216416791571	"SCIE"	"DERMATOLOGY"	68	8763	"5 Year JIF"
"DEVELOPMENT STUDIES - SSCI"	2.63093332206252e-16	0.903517040256145	"SSCI"	"DEVELOPMENT STUDIES"	42	3199	"5 Year JIF"
"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE"	7.45580500693275e-32	0.886386155291009	"SCIE"	"DENTISTRY, ORAL SURGERY & MEDICINE"	92	10124	"5 Year JIF"
"DEMOGRAPHY - SSCI"	9.20626289729647e-11	0.891098892702444	"SSCI"	"DEMOGRAPHY"	29	1679	"5 Year JIF"
"CULTURAL STUDIES - SSCI"	0.00217036982573571	0.445382901749955	"SSCI"	"CULTURAL STUDIES"	45	2157	"5 Year JIF"
"ECOLOGY - SCIE"	7.62673174609672e-48	0.856620158967828	"SCIE"	"ECOLOGY"	162	21747	"5 Year JIF"
"ECONOMICS - SSCI"	1.6201235917069e-127	0.887427107966573	"SSCI"	"ECONOMICS"	375	27242	"5 Year JIF"
"EDUCATION & EDUCATIONAL RESEARCH - SSCI"	6.31716439956625e-63	0.811813427838136	"SSCI"	"EDUCATION & EDUCATIONAL RESEARCH"	263	19078	"5 Year JIF"
"ENERGY & FUELS - SCIE"	8.70626303043487e-58	0.948594425312859	"SCIE"	"ENERGY & FUELS"	114	51448	"5 Year JIF"
"ELECTROCHEMISTRY - SCIE"	3.76252581391379e-08	0.824726266647854	"SCIE"	"ELECTROCHEMISTRY"	29	15031	"5 Year JIF"
"ENDOCRINOLOGY & METABOLISM - SCIE"	1.81996474186765e-60	0.920047402210667	"SCIE"	"ENDOCRINOLOGY & METABOLISM"	146	18790	"5 Year JIF"
"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE"	7.16583483536753e-19	0.921633440053901	"SCIE"	"EDUCATION, SCIENTIFIC DISCIPLINES"	44	5826	"5 Year JIF"
"EMERGENCY MEDICINE - SCIE"	3.01934108832351e-13	0.913488315464369	"SCIE"	"EMERGENCY MEDICINE"	32	4467	"5 Year JIF"
"EDUCATION, SPECIAL - SSCI"	5.50394837772546e-17	0.902772051014482	"SSCI"	"EDUCATION, SPECIAL"	44	2113	"5 Year JIF"
"ENGINEERING, CHEMICAL - SCIE"	2.69522673155307e-50	0.891341168430302	"SCIE"	"ENGINEERING, CHEMICAL"	143	46609	"5 Year JIF"
"ENGINEERING, BIOMEDICAL - SCIE"	2.31926214035714e-35	0.91167943564754	"SCIE"	"ENGINEERING, BIOMEDICAL"	89	13972	"5 Year JIF"
"ENGINEERING, CIVIL - SCIE"	3.58110844069303e-39	0.85028803913129	"SCIE"	"ENGINEERING, CIVIL"	136	29336	"5 Year JIF"
"ENGINEERING, AEROSPACE - SCIE"	3.52395472170775e-07	0.748767610240119	"SCIE"	"ENGINEERING, AEROSPACE"	34	5090	"5 Year JIF"
"ENGINEERING, ENVIRONMENTAL - SCIE"	3.64434851071366e-29	0.95736208039419	"SCIE"	"ENGINEERING, ENVIRONMENTAL"	53	24998	"5 Year JIF"
"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE"	7.59107236604144e-136	0.947163255492259	"SCIE"	"ENGINEERING, ELECTRICAL & ELECTRONIC"	273	99147	"5 Year JIF"
"ENGINEERING, INDUSTRIAL - SCIE"	1.19692504872234e-22	0.937038726028888	"SCIE"	"ENGINEERING, INDUSTRIAL"	48	7482	"5 Year JIF"
"ENGINEERING, GEOLOGICAL - SCIE"	6.13955473363683e-22	0.953619405672694	"SCIE"	"ENGINEERING, GEOLOGICAL"	41	6859	"5 Year JIF"
"ANTHROPOLOGY - SSCI"	2.11057980592086e-23	0.818709658715261	"SSCI"	"ANTHROPOLOGY"	92	3995	"5 Year JIF"
"AREA STUDIES - SSCI"	1.08008679406749e-15	0.750681168827797	"SSCI"	"AREA STUDIES"	80	3422	"5 Year JIF"
"ENGINEERING, MECHANICAL - SCIE"	8.07573887912801e-20	0.686046165014382	"SCIE"	"ENGINEERING, MECHANICAL"	133	25900	"5 Year JIF"
"ENGINEERING, MULTIDISCIPLINARY - SCIE"	3.67443991373408e-25	0.840640023693478	"SCIE"	"ENGINEERING, MULTIDISCIPLINARY"	90	26046	"5 Year JIF"
"ENGINEERING, MANUFACTURING - SCIE"	3.19034456316829e-15	0.85399540721023	"SCIE"	"ENGINEERING, MANUFACTURING"	50	9260	"5 Year JIF"
"ENGINEERING, PETROLEUM - SCIE"	5.65862447015822e-11	0.955382100011402	"SCIE"	"ENGINEERING, PETROLEUM"	20	2912	"5 Year JIF"
"ENGINEERING, MARINE - SCIE"	1.26926069874304e-07	0.933672526328041	"SCIE"	"ENGINEERING, MARINE"	16	3173	"5 Year JIF"
"ENGINEERING, OCEAN - SCIE"	2.84614963154287e-11	0.980383358447418	"SCIE"	"ENGINEERING, OCEAN"	16	3591	"5 Year JIF"
"ENTOMOLOGY - SCIE"	1.13853524159402e-24	0.809895447158145	"SCIE"	"ENTOMOLOGY"	101	8905	"5 Year JIF"
"ENVIRONMENTAL SCIENCES - SCIE"	1.98119825618082e-112	0.922561270777893	"SCIE"	"ENVIRONMENTAL SCIENCES"	269	100101	"5 Year JIF"
"ENVIRONMENTAL STUDIES - SSCI"	1.05673319043168e-34	0.843345598276054	"SSCI"	"ENVIRONMENTAL STUDIES"	124	22310	"5 Year JIF"
"ETHICS - SSCI"	4.61651929721107e-12	0.768651730177695	"SSCI"	"ETHICS"	56	3201	"5 Year JIF"
"ERGONOMICS - SSCI"	5.14832172265278e-06	0.885290203509463	"SSCI"	"ERGONOMICS"	16	2147	"5 Year JIF"
"FOOD SCIENCE & TECHNOLOGY - SCIE"	2.53434399748728e-31	0.788276291403725	"SCIE"	"FOOD SCIENCE & TECHNOLOGY"	142	31546	"5 Year JIF"
"EVOLUTIONARY BIOLOGY - SCIE"	1.23748487976042e-10	0.767599919532851	"SCIE"	"EVOLUTIONARY BIOLOGY"	49	6634	"5 Year JIF"
"FISHERIES - SCIE"	3.87814027055193e-21	0.906685320653552	"SCIE"	"FISHERIES"	54	7633	"5 Year JIF"
"FORESTRY - SCIE"	1.94586910256641e-38	0.963750497531204	"SCIE"	"FORESTRY"	66	6913	"5 Year JIF"
"FAMILY STUDIES - SSCI"	2.83464362547157e-18	0.908414229503326	"SSCI"	"FAMILY STUDIES"	46	5291	"5 Year JIF"
"ETHNIC STUDIES - SSCI"	0.00757343982074742	0.578215028330188	"SSCI"	"ETHNIC STUDIES"	20	1597	"5 Year JIF"
"GENETICS & HEREDITY - SCIE"	2.08997391399741e-60	0.887387726035788	"SCIE"	"GENETICS & HEREDITY"	176	22955	"5 Year JIF"
"GASTROENTEROLOGY & HEPATOLOGY - SCIE"	1.31042999034314e-58	0.972305027023362	"SCIE"	"GASTROENTEROLOGY & HEPATOLOGY"	92	11647	"5 Year JIF"
"GEOCHEMISTRY & GEOPHYSICS - SCIE"	8.72726929593796e-23	0.822492857310293	"SCIE"	"GEOCHEMISTRY & GEOPHYSICS"	88	12928	"5 Year JIF"
"GEOGRAPHY - SSCI"	3.15107033482064e-34	0.913815180092123	"SSCI"	"GEOGRAPHY"	85	6759	"5 Year JIF"
"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	1.55515047872237e-10	0.797404184911906	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"	43	25563	"5 Year JIF"
"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	6.8510479387432e-59	0.85690711454022	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"	200	36296	"5 Year JIF"
"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI"	1.53378842792447e-06	0.984411359229504	"SSCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"	9	11022	"5 Year JIF"
"GEOLOGY - SCIE"	2.27768328026647e-28	0.967022367632874	"SCIE"	"GEOLOGY"	47	3435	"5 Year JIF"
"GERONTOLOGY - SSCI"	6.56297649398568e-18	0.943738664666494	"SSCI"	"GERONTOLOGY"	36	5141	"5 Year JIF"
"GERIATRICS & GERONTOLOGY - SCIE"	6.39229122295236e-18	0.877717100835945	"SCIE"	"GERIATRICS & GERONTOLOGY"	53	9066	"5 Year JIF"
"GEOGRAPHY, PHYSICAL - SCIE"	5.79294137947589e-22	0.926157508341366	"SCIE"	"GEOGRAPHY, PHYSICAL"	50	8584	"5 Year JIF"
"HEMATOLOGY - SCIE"	2.81106846651839e-48	0.971974181170434	"SCIE"	"HEMATOLOGY"	76	10820	"5 Year JIF"
"HEALTH CARE SCIENCES & SERVICES - SCIE"	2.23680753276102e-33	0.867901781251697	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"	106	16499	"5 Year JIF"
"HEALTH POLICY & SERVICES - SSCI"	1.80539547962272e-31	0.892427575754305	"SSCI"	"HEALTH POLICY & SERVICES"	88	9202	"5 Year JIF"
"HISTORY & PHILOSOPHY OF SCIENCE - SSCI"	1.42417813538187e-14	0.852838019221742	"SSCI"	"HISTORY & PHILOSOPHY OF SCIENCE"	48	2292	"5 Year JIF"
"HISTORY & PHILOSOPHY OF SCIENCE - SCIE"	5.21172892531552e-19	0.854553660264576	"SCIE"	"HISTORY & PHILOSOPHY OF SCIENCE"	63	2911	"5 Year JIF"
"HISTORY - SSCI"	8.91467244377545e-17	0.710314155519782	"SSCI"	"HISTORY"	101	3035	"5 Year JIF"
"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI"	4.89354827193115e-25	0.92393418691386	"SSCI"	"HOSPITALITY, LEISURE, SPORT & TOURISM"	58	5580	"5 Year JIF"
"HORTICULTURE - SCIE"	1.35494998174267e-24	0.977596738146694	"SCIE"	"HORTICULTURE"	36	3883	"5 Year JIF"
"HISTORY OF SOCIAL SCIENCES - SSCI"	4.90357823512415e-06	0.695840738180854	"SSCI"	"HISTORY OF SOCIAL SCIENCES"	34	1483	"5 Year JIF"
"IMMUNOLOGY - SCIE"	4.79837884207354e-55	0.886353032637477	"SCIE"	"IMMUNOLOGY"	161	25256	"5 Year JIF"
"INFECTIOUS DISEASES - SCIE"	2.82428047718024e-49	0.95497271489178	"SCIE"	"INFECTIOUS DISEASES"	92	16982	"5 Year JIF"
"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE"	1.3565939074324e-18	0.972379931454763	"SCIE"	"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"	29	9914	"5 Year JIF"
"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI"	3.16442578609323e-26	0.859659596163792	"SSCI"	"INFORMATION SCIENCE & LIBRARY SCIENCE"	86	5431	"5 Year JIF"
"INDUSTRIAL RELATIONS & LABOR - SSCI"	1.8216855057177e-08	0.826597690925736	"SSCI"	"INDUSTRIAL RELATIONS & LABOR"	30	1534	"5 Year JIF"
"INSTRUMENTS & INSTRUMENTATION - SCIE"	7.79408981281703e-26	0.913058513873524	"SCIE"	"INSTRUMENTS & INSTRUMENTATION"	64	25945	"5 Year JIF"
"INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE"	6.6895842462291e-16	0.960053370364427	"SCIE"	"INTEGRATIVE & COMPLEMENTARY MEDICINE"	28	3861	"5 Year JIF"
"INTERNATIONAL RELATIONS - SSCI"	2.33218236192336e-40	0.923038175464963	"SSCI"	"INTERNATIONAL RELATIONS"	95	5400	"5 Year JIF"
"ASTRONOMY & ASTROPHYSICS - SCIE"	1.19774439220681e-21	0.86706880303609	"SCIE"	"ASTRONOMY & ASTROPHYSICS"	68	22237	"5 Year JIF"
"BIOCHEMICAL RESEARCH METHODS - SCIE"	1.86259841671994e-44	0.961671819967943	"SCIE"	"BIOCHEMICAL RESEARCH METHODS"	78	14328	"5 Year JIF"
"AUTOMATION & CONTROL SYSTEMS - SCIE"	1.02360078961897e-22	0.895096262805144	"SCIE"	"AUTOMATION & CONTROL SYSTEMS"	62	14628	"5 Year JIF"
"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE"	3.30875778124643e-06	0.76534939886187	"SCIE"	"AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY"	27	3128	"5 Year JIF"
"BEHAVIORAL SCIENCES - SCIE"	5.08955197063856e-15	0.837938480300788	"SCIE"	"BEHAVIORAL SCIENCES"	53	6559	"5 Year JIF"
"LIMNOLOGY - SCIE"	1.43103126829823e-11	0.955995880139304	"SCIE"	"LIMNOLOGY"	21	2696	"5 Year JIF"
